subject_id,X0__0,X1__0,X2__0,X3__0,X4__0,X0__1,X1__1,X2__1,X3__1,X4__1,X0__2,X1__2,X2__2,X3__2,X4__2,X0__3,X1__3,X2__3,X3__3,X4__3,X0__4,X1__4,X2__4,X3__4,X4__4,X0__5,X1__5,X2__5,X3__5,X4__5,X0__6,X1__6,X2__6,X3__6,X4__6,X0__7,X1__7,X2__7,X3__7,X4__7,X0__8,X1__8,X2__8,X3__8,X4__8,X0__9,X1__9,X2__9,X3__9,X4__9,X0__10,X1__10,X2__10,X3__10,X4__10
364,b,b,a,a,a,c,a,c,a,b,a,c,a,a,c,a,c,c,a,c,b,c,b,a,c,b,c,b,a,c,a,b,c,a,a,b,c,c,a,a,c,b,a,a,a,a,b,c,c,a,a,c,a,c,a
365,a,c,b,c,c,b,b,c,c,a,c,b,c,c,a,a,c,a,c,a,b,b,c,c,a,a,a,c,c,a,a,a,a,c,a,b,a,c,c,b,c,b,a,b,b,b,a,c,b,c,a,c,a,b,a
366,a,a,a,a,a,b,c,c,a,b,c,b,a,a,b,a,a,c,a,c,b,c,a,a,b,a,c,c,a,c,b,b,b,a,a,b,c,b,a,c,b,c,c,c,c,c,a,a,c,a,b,c,c,c,b
367,c,a,b,b,c,a,c,c,b,b,b,c,a,b,c,a,b,a,b,c,b,a,c,a,c,c,c,c,a,a,a,b,c,a,a,a,a,c,c,c,b,c,c,c,b,a,c,c,c,c,b,c,a,c,c
368,c,a,b,b,a,a,c,c,b,b,a,c,c,b,c,a,a,c,b,b,b,c,c,b,b,c,a,a,b,a,a,c,c,c,a,a,a,b,c,a,b,c,c,c,a,a,b,a,c,a,b,a,c,b,b
369,b,b,c,a,a,b,b,a,a,b,a,b,a,a,b,b,b,c,c,b,b,a,c,c,c,a,c,c,c,c,a,b,b,c,a,b,a,b,c,b,a,a,b,c,b,b,c,c,c,c,a,b,a,c,c
370,a,c,b,c,c,b,b,b,c,c,a,a,b,c,c,b,c,b,c,a,a,b,b,c,b,a,a,b,c,b,b,c,c,c,a,a,a,c,c,c,b,b,c,c,c,a,a,c,c,c,a,c,a,c,c
371,b,a,a,c,c,c,b,c,c,c,a,a,b,c,c,a,b,c,c,c,b,a,a,c,c,c,c,c,c,a,a,b,a,c,a,a,c,c,c,a,b,a,a,c,a,a,a,c,c,a,b,b,b,c,a
372,b,b,a,b,b,a,a,c,c,a,b,c,a,c,a,b,b,a,c,b,c,a,c,c,b,a,c,a,c,b,a,c,c,c,c,b,c,a,c,c,a,c,c,c,c,b,b,b,c,a,c,c,b,c,a
373,b,a,a,c,c,b,b,c,c,a,a,c,a,c,b,b,b,a,c,b,c,c,c,c,a,a,b,a,c,a,a,b,c,c,b,b,c,b,c,a,c,b,a,a,b,a,b,c,a,a,a,a,c,a,b
374,b,c,c,c,c,a,b,c,c,a,b,c,a,c,a,c,b,a,c,a,a,a,c,c,a,b,c,a,c,a,c,a,c,c,a,a,c,a,c,b,a,c,c,c,c,a,c,a,c,b,b,c,c,c,c
375,b,c,a,b,c,b,c,c,c,c,c,c,a,c,c,a,a,c,c,a,a,b,a,c,a,b,c,a,c,a,c,c,c,b,b,a,a,a,b,a,b,c,a,c,a,b,c,c,c,c,c,c,c,c,c
376,a,a,b,b,c,b,b,b,c,c,a,a,c,c,c,b,b,a,c,c,a,a,c,c,c,a,c,a,c,c,b,b,c,c,a,a,c,c,c,a,a,a,c,c,c,b,b,a,c,c,a,c,c,b,c
377,c,a,b,b,b,a,c,a,c,a,b,a,c,c,a,a,c,c,c,a,b,b,a,c,a,a,a,c,a,c,b,c,a,a,c,a,c,c,a,c,b,a,c,a,a,a,c,b,a,a,a,b,b,a,b
378,b,a,a,c,c,c,c,c,c,a,a,a,a,c,a,b,c,c,c,c,a,c,a,c,c,a,c,c,c,c,b,c,b,c,c,a,c,b,c,c,b,b,c,c,c,a,a,a,c,c,b,b,c,c,c
379,b,c,a,b,b,a,b,c,c,b,b,a,a,c,a,c,b,a,c,a,a,a,c,c,a,b,c,c,c,a,c,c,c,c,c,a,a,a,c,a,b,b,c,c,a,a,c,c,c,a,a,b,a,c,b
380,a,a,a,a,a,b,a,a,a,b,a,b,c,a,b,b,b,a,a,a,b,a,c,a,c,a,c,a,c,a,a,b,c,c,a,b,a,c,c,c,a,b,c,c,c,a,a,c,b,a,b,c,a,b,a
381,b,c,a,b,b,c,b,c,b,b,a,c,a,b,a,b,a,c,b,b,c,c,a,c,c,a,b,c,c,a,b,a,c,c,b,c,b,c,c,c,a,b,b,c,c,b,a,a,c,c,a,c,c,c,a
382,c,b,a,c,c,a,a,c,c,c,b,c,a,c,a,a,b,a,c,a,b,c,c,c,c,b,c,c,c,c,a,c,a,c,c,a,c,c,c,c,b,c,a,c,c,a,b,c,c,a,b,c,a,c,a
383,b,a,a,b,c,b,b,c,c,c,b,b,b,c,a,c,b,c,b,b,a,c,c,b,a,b,b,a,c,b,c,a,c,c,c,a,b,b,c,a,a,c,c,c,a,a,b,a,b,a,a,c,c,b,a
384,b,b,a,a,c,c,a,c,a,c,a,b,c,a,c,b,c,c,a,a,b,a,a,a,a,b,b,b,a,a,a,c,b,a,a,b,b,c,a,a,a,b,c,c,b,b,a,a,c,c,a,b,c,c,c
385,b,a,a,c,c,a,b,c,c,b,a,a,c,a,a,b,b,a,a,c,c,c,c,a,a,a,b,b,a,b,a,b,b,a,b,b,b,b,a,c,b,a,c,a,c,a,b,c,c,a,a,a,a,c,a
386,a,a,a,b,c,b,b,c,b,c,a,c,a,b,a,b,b,c,b,b,a,c,a,b,c,b,c,c,b,c,c,c,a,c,c,a,c,a,c,c,b,c,c,c,c,c,c,a,c,c,a,b,c,c,a
387,b,b,a,c,c,c,a,a,c,c,a,c,a,c,c,b,c,c,c,c,c,b,a,c,a,a,c,c,c,a,a,a,a,c,b,a,c,c,c,a,b,b,a,c,b,b,a,c,c,c,c,b,c,c,c
388,b,b,c,b,c,b,c,c,c,c,c,c,b,c,c,a,c,b,c,c,b,b,b,c,a,a,b,c,c,b,b,a,c,c,c,b,b,a,c,c,c,a,c,b,c,a,c,a,b,b,a,c,c,c,c
389,b,b,b,b,c,a,b,b,b,b,b,b,b,c,b,a,b,b,c,b,a,c,b,c,a,b,b,b,c,a,a,a,b,c,a,b,b,b,c,c,a,b,c,c,b,b,a,b,c,c,a,c,b,c,c
390,b,a,a,b,b,a,c,c,c,a,b,b,a,c,a,c,b,c,c,a,a,c,a,c,a,a,b,c,c,a,b,a,a,c,b,a,c,c,c,b,a,c,a,c,c,b,b,c,c,a,c,a,a,c,a
391,b,b,b,a,b,a,a,b,a,b,b,b,b,a,a,c,a,c,a,b,a,b,c,c,a,a,a,c,c,b,b,b,c,c,c,b,a,c,c,c,a,c,a,c,c,b,c,c,c,c,a,b,a,b,a
392,a,a,c,b,b,b,c,a,c,b,a,a,c,c,a,a,c,a,c,a,b,b,c,c,b,a,a,c,c,c,b,b,c,c,c,a,c,c,c,a,b,a,c,c,a,c,b,c,b,c,a,a,c,b,c
393,a,c,b,a,c,b,c,c,c,c,a,b,a,c,a,b,b,c,c,b,a,b,a,c,a,b,a,c,c,b,a,c,b,c,b,a,a,b,c,b,a,b,b,c,b,b,c,c,c,a,a,a,a,c,a
394,b,a,b,a,a,a,c,b,a,a,b,c,c,a,c,a,c,a,a,c,b,a,c,a,c,c,b,a,a,c,a,a,c,c,c,a,b,c,a,c,b,a,c,a,c,a,c,c,a,c,b,c,a,c,c
395,c,a,a,a,b,a,b,c,a,c,b,c,a,b,a,c,b,c,a,a,a,a,a,a,b,b,b,c,a,a,a,a,a,a,c,b,c,c,a,c,b,c,a,a,a,b,b,c,a,a,c,c,a,a,a
396,b,c,b,b,b,a,b,b,b,b,b,b,c,c,a,c,a,c,c,c,a,c,c,c,a,a,b,a,c,a,b,a,c,c,a,c,c,a,c,a,a,a,c,c,a,b,b,a,c,c,c,a,c,c,c
397,c,a,c,b,a,a,c,a,b,a,b,c,c,b,c,b,c,c,c,c,b,a,c,c,a,a,c,a,c,a,b,b,c,c,a,c,c,a,c,a,a,b,c,c,b,b,a,a,c,b,b,b,a,c,a
398,c,a,b,b,c,a,c,b,c,a,a,b,b,c,a,b,c,c,c,a,b,b,a,c,a,b,b,c,c,b,b,a,c,c,a,a,b,a,c,a,b,a,c,c,a,a,c,a,c,a,b,b,c,c,a
399,b,c,c,b,c,c,b,c,b,a,a,a,a,c,a,b,c,c,c,a,b,c,a,c,c,a,a,c,c,a,b,c,a,c,a,c,b,c,c,b,a,b,c,c,b,b,c,c,c,a,c,b,c,c,a
400,b,b,b,b,b,a,a,c,a,b,b,c,a,a,a,c,c,c,a,a,a,b,c,a,a,b,a,b,a,c,c,b,c,b,c,a,a,a,b,c,a,b,c,b,c,b,a,a,b,c,a,b,a,c,c
401,b,c,b,b,c,a,c,b,b,c,b,c,b,b,c,a,c,c,b,c,a,c,a,c,c,a,b,c,c,a,b,a,b,c,c,a,c,b,c,a,b,c,b,c,b,a,b,c,c,a,b,a,a,c,a
402,c,b,c,b,c,a,a,c,c,c,b,b,a,c,c,c,a,c,c,c,a,c,a,c,c,a,a,c,c,c,a,c,c,c,c,b,b,a,c,b,a,b,c,c,b,a,c,a,c,a,b,b,c,c,a
403,b,b,a,b,b,c,c,c,c,c,a,c,c,c,c,b,b,c,c,a,a,a,a,c,a,b,c,a,b,b,c,a,a,c,a,a,c,c,c,c,b,b,a,c,a,c,b,c,c,a,a,c,c,c,a
404,b,c,b,c,c,a,b,b,c,b,b,a,a,c,b,a,a,a,c,b,b,b,c,c,c,a,a,b,c,c,b,c,b,c,a,b,a,c,b,a,a,c,a,b,a,b,b,a,c,a,b,a,c,c,c
405,b,a,a,c,c,c,c,c,c,a,c,c,a,c,c,a,b,c,c,a,a,c,a,c,a,b,b,c,c,a,a,c,c,c,c,b,b,c,c,a,a,a,b,b,c,b,c,a,b,b,c,b,c,b,b
406,b,a,b,b,c,a,c,c,b,a,b,b,c,a,a,b,a,a,a,c,c,b,c,c,c,b,b,c,c,b,a,c,a,a,c,b,c,a,a,c,c,b,c,a,a,a,b,a,a,b,b,a,c,a,c
407,c,b,a,b,b,a,a,c,c,b,a,b,c,c,c,b,a,a,c,c,b,c,c,c,a,c,b,a,c,a,a,c,c,c,a,b,b,c,c,b,a,a,c,c,c,b,c,a,c,a,a,b,a,c,a
408,c,a,a,a,a,a,a,c,a,b,b,b,c,a,c,a,c,c,a,a,b,c,a,a,c,c,a,c,a,a,a,c,b,a,c,a,b,b,a,b,b,b,b,c,c,a,a,c,c,b,a,c,c,c,c
409,b,b,c,b,c,c,a,b,b,c,a,c,b,a,a,a,a,b,c,a,a,c,b,c,a,a,b,c,c,a,b,c,a,c,a,b,b,c,c,a,c,a,a,c,a,a,c,a,c,b,b,c,c,c,b
410,b,b,b,b,c,b,b,b,c,c,a,b,c,b,a,b,a,a,c,a,c,c,c,c,a,a,c,c,c,c,a,c,a,c,c,b,c,c,c,c,a,b,c,c,b,b,c,b,b,c,c,a,b,c,a
411,b,c,b,b,c,a,b,c,b,a,b,c,c,b,a,c,b,a,b,a,c,a,a,c,b,a,c,c,c,a,b,a,a,c,a,c,c,c,b,b,a,b,a,b,b,b,a,c,b,a,a,a,c,b,a
412,b,a,b,a,c,c,b,b,a,c,a,b,b,a,a,b,b,b,a,b,a,a,c,a,c,b,c,c,a,b,a,b,a,a,a,b,a,c,a,b,c,b,c,a,c,a,a,c,a,c,c,c,a,a,a
413,b,c,b,b,c,a,c,b,c,c,b,a,c,c,b,b,c,a,c,a,c,b,c,c,a,a,a,a,c,b,b,c,c,b,b,a,c,a,c,b,a,c,c,c,c,b,a,a,c,a,c,c,c,c,c
414,a,a,b,c,c,b,c,c,c,c,c,c,a,c,c,a,b,c,b,a,b,a,c,b,b,a,b,a,b,a,a,a,c,c,b,b,c,a,c,a,a,a,c,c,b,b,c,c,c,a,c,b,c,c,a
415,b,c,a,a,a,c,b,c,c,a,a,b,a,c,b,b,a,c,c,b,b,c,a,c,c,c,c,c,c,c,a,c,a,c,c,b,c,c,c,c,c,b,a,c,a,b,b,c,c,a,a,c,c,c,a
416,c,a,c,b,c,a,c,b,b,b,b,c,c,b,c,b,c,a,c,c,c,c,a,c,c,a,a,c,c,a,a,c,a,c,a,b,b,c,c,a,a,b,a,c,b,b,b,c,c,b,a,b,c,c,b
417,c,b,b,c,c,a,b,c,c,a,b,a,c,c,a,a,c,c,c,c,a,b,b,c,a,a,b,b,c,b,a,b,b,c,b,b,a,b,c,c,b,c,c,c,a,c,a,c,c,a,a,b,a,c,c
418,b,b,c,b,c,c,c,c,b,c,a,c,c,c,c,a,c,a,c,c,a,a,c,c,c,a,c,a,c,a,b,b,c,c,a,c,b,c,c,a,a,a,b,c,c,a,b,b,c,a,a,b,c,c,b
419,b,a,c,c,c,b,b,c,c,a,c,c,a,c,a,a,a,c,c,a,b,b,a,c,a,a,a,c,a,a,b,c,c,c,b,a,a,a,c,b,a,c,c,c,b,b,a,a,c,b,c,b,c,c,c
420,c,a,b,a,b,a,c,b,a,c,a,c,c,c,c,b,a,a,c,c,a,c,c,c,c,a,c,b,c,c,b,c,b,b,c,c,c,b,a,c,a,b,b,a,a,b,c,c,a,a,c,b,a,a,c
421,b,b,a,c,c,a,a,c,c,b,a,b,a,c,a,b,c,c,c,a,c,c,c,c,c,a,b,c,b,a,b,c,b,c,a,c,b,b,c,b,a,b,b,c,b,a,a,b,c,a,b,c,b,c,a
422,c,a,b,b,c,a,b,c,c,a,b,b,a,c,b,c,b,c,c,b,a,a,c,c,a,b,c,a,c,c,a,c,a,c,c,a,b,c,c,a,b,b,c,c,b,a,c,a,c,a,b,b,a,c,b
423,b,c,b,c,c,a,b,c,c,a,b,c,a,c,a,b,b,c,c,b,c,c,c,c,a,a,a,a,c,a,b,b,c,c,a,a,a,c,c,c,b,c,a,c,c,b,c,c,c,b,a,b,a,c,a
424,c,b,a,b,c,a,a,c,c,c,b,b,a,c,c,b,a,c,c,c,c,b,a,c,c,a,a,c,c,c,b,c,a,c,b,b,c,c,c,b,c,a,b,b,a,a,c,b,c,b,b,b,b,c,b
425,b,a,a,b,c,a,c,c,b,b,b,c,a,b,b,a,a,c,b,a,a,c,c,b,a,b,b,a,b,a,c,b,a,b,b,a,c,c,c,a,b,c,a,c,c,b,b,c,c,a,c,c,a,c,a
426,a,c,a,a,c,b,b,a,a,b,a,a,c,a,a,a,c,a,a,a,b,b,c,a,a,b,c,a,a,a,a,b,c,a,a,a,a,a,a,c,b,c,c,a,a,c,a,c,a,a,a,c,c,a,b
427,a,a,a,b,c,b,c,c,b,a,a,b,a,a,a,b,a,c,a,b,a,c,b,a,b,a,b,a,c,b,a,a,c,c,b,b,b,a,c,c,a,b,a,c,a,a,a,a,c,a,b,c,c,c,a
428,b,c,b,b,a,b,b,c,b,a,c,a,a,b,a,a,c,a,c,a,a,c,c,c,b,b,b,a,c,b,a,b,b,c,b,b,a,c,b,b,c,c,a,a,b,b,c,c,a,c,a,b,c,a,a
429,b,b,a,b,a,c,c,a,b,a,c,b,c,b,c,a,b,a,b,c,b,c,c,c,b,b,c,a,c,c,a,c,c,c,c,a,c,b,c,c,b,c,b,c,c,b,c,c,c,c,c,c,a,c,c
430,a,c,a,a,b,a,b,c,a,a,b,c,b,a,a,a,c,c,a,b,a,a,a,a,b,b,c,c,a,a,c,a,c,a,a,c,a,b,a,b,a,c,c,a,c,b,b,b,a,a,c,b,b,a,a
431,b,a,a,b,c,b,b,c,b,a,c,a,c,a,c,a,b,c,a,b,b,a,c,a,c,c,c,c,a,c,a,c,c,a,c,a,b,a,a,a,b,c,c,a,a,a,a,a,a,a,a,c,c,a,a
432,b,a,b,b,b,a,c,b,b,a,b,b,b,c,a,c,b,b,c,b,a,c,b,a,a,b,c,c,a,b,a,c,c,c,c,b,b,a,c,a,b,c,c,c,a,c,b,c,c,a,a,a,c,c,a
433,b,a,a,b,a,b,c,c,b,a,c,b,a,b,a,a,a,c,c,a,b,c,c,c,c,c,c,a,c,c,c,a,c,c,a,a,b,b,c,c,b,b,b,c,b,c,c,b,c,a,a,b,c,c,c
434,b,c,b,b,b,b,b,c,b,b,c,a,a,b,c,b,b,c,b,c,a,a,c,b,a,a,c,c,b,a,b,b,a,b,a,a,a,c,a,b,b,c,a,a,a,c,b,c,c,a,a,a,a,c,c
435,a,a,b,c,c,b,c,b,c,a,b,b,b,c,a,a,c,b,c,a,b,c,c,c,c,c,b,a,c,a,a,b,c,c,a,b,a,a,c,c,a,b,c,c,c,b,a,c,b,c,c,c,a,b,a
436,b,a,a,b,b,a,c,c,b,c,a,c,a,b,b,a,b,a,a,b,b,c,c,a,a,a,a,c,a,a,b,b,c,a,b,a,c,a,a,a,a,c,c,c,c,a,c,a,c,c,b,c,c,c,c
437,b,c,b,b,a,c,a,b,b,b,a,a,b,b,a,b,c,c,a,a,c,a,a,a,a,a,b,c,a,a,a,a,c,a,c,b,b,b,b,a,c,c,c,c,a,a,b,a,c,a,b,c,c,c,a
438,c,a,a,b,b,a,b,a,c,c,b,a,a,c,c,b,c,c,c,a,c,c,a,c,c,c,c,c,c,c,c,c,a,c,c,a,c,c,c,c,b,b,c,c,a,a,a,a,c,a,b,b,c,c,c
439,b,c,b,b,b,c,c,b,a,c,a,a,b,a,a,b,c,b,b,b,a,c,c,b,c,b,c,a,b,c,a,b,c,b,a,b,a,c,b,a,b,c,a,a,b,a,a,c,a,a,b,c,c,a,b
440,b,c,a,b,c,b,b,c,b,a,c,a,c,b,b,a,a,a,b,c,b,a,c,b,b,a,a,a,c,b,b,b,c,c,c,b,a,a,c,c,b,c,a,c,c,c,a,a,c,c,a,b,c,c,c
441,b,a,a,b,c,c,c,c,b,b,a,a,c,b,a,b,c,c,a,b,a,c,c,c,c,a,a,c,c,c,b,a,c,b,b,c,b,a,b,c,a,a,c,a,c,b,a,a,a,c,c,c,c,a,a
442,a,c,a,c,c,a,b,a,c,a,a,a,c,c,b,a,c,a,c,b,b,c,c,c,b,a,c,c,c,a,a,a,a,c,b,b,c,c,c,a,a,b,b,c,b,b,b,b,c,b,c,a,c,c,b
443,b,b,c,b,c,a,a,a,b,c,b,c,c,c,a,b,a,a,a,b,a,c,a,a,a,a,b,c,a,b,b,c,a,a,c,a,c,c,a,b,b,b,c,a,c,a,a,a,a,c,b,b,c,a,a
444,b,b,b,b,b,a,a,c,b,c,b,c,a,b,c,c,c,c,c,c,a,c,c,c,c,c,b,b,c,c,a,a,c,a,c,b,b,b,a,c,b,a,c,a,c,a,c,a,a,a,b,b,c,a,b
445,b,a,c,b,c,c,c,b,b,b,a,b,c,c,a,b,a,a,c,b,a,a,c,c,a,a,c,a,c,a,b,c,c,c,c,c,b,c,c,c,a,a,c,c,c,b,b,a,c,a,b,c,c,c,a
446,a,c,a,b,c,b,c,c,c,c,a,c,b,c,c,a,c,b,a,c,a,a,b,a,c,b,c,b,a,c,a,b,b,a,a,a,b,b,a,b,b,a,b,a,c,a,c,c,a,a,b,b,b,a,b
447,c,a,a,b,a,a,c,c,c,b,a,c,a,c,c,a,c,c,c,c,b,b,c,c,a,a,c,c,c,a,a,b,c,c,a,a,c,c,c,c,a,c,a,c,c,b,b,a,c,a,c,a,a,a,b
448,a,a,b,b,a,b,b,c,b,c,c,a,c,c,b,a,c,b,b,a,b,c,c,c,c,c,c,a,c,c,a,b,c,c,a,b,c,a,c,b,b,c,a,c,c,a,a,c,c,a,b,c,a,c,a
449,a,c,b,c,c,a,a,b,c,c,b,c,a,c,a,a,c,c,c,c,b,c,b,c,c,b,b,b,c,a,a,c,c,c,a,b,b,a,c,a,a,b,c,c,b,b,c,a,c,b,b,c,c,c,b
450,c,a,a,a,a,a,b,c,a,a,b,a,c,a,a,a,b,c,a,a,b,a,c,a,c,a,c,c,a,a,b,b,b,a,b,a,c,b,a,a,b,b,b,a,b,c,c,b,a,a,a,a,b,a,b
451,b,a,a,b,c,b,b,c,b,c,c,a,a,b,a,a,c,c,c,b,b,c,c,c,c,c,b,a,c,a,a,c,a,c,c,b,c,a,c,c,a,c,c,c,c,b,c,c,c,c,b,a,a,c,a
452,c,a,b,b,a,c,b,c,b,c,a,a,a,c,c,b,c,c,c,c,c,c,b,c,b,c,b,b,c,a,a,a,b,c,c,a,b,c,c,c,b,a,c,c,c,c,c,b,c,b,c,b,b,c,a
453,b,b,c,b,c,b,a,a,b,c,a,c,c,b,a,a,a,a,c,a,a,b,c,b,a,b,b,b,c,a,c,c,c,c,a,c,c,b,c,c,a,a,c,c,a,b,a,c,c,a,c,c,a,c,c
454,b,b,a,b,c,c,a,c,b,c,a,a,a,a,c,b,a,c,a,a,a,c,a,a,b,b,c,c,a,c,b,c,a,a,c,c,c,c,a,c,a,c,a,a,c,b,a,a,c,a,a,b,c,c,a
455,a,c,a,a,b,a,b,c,a,a,a,c,a,a,a,b,a,c,a,a,b,c,b,a,b,a,c,c,a,c,b,c,a,a,c,b,c,c,a,c,c,a,a,a,b,c,c,c,c,a,b,b,a,c,a
456,b,a,a,c,c,c,b,c,c,a,a,a,c,c,c,a,c,c,c,a,b,a,a,c,b,a,b,c,c,b,b,a,a,c,b,c,b,c,c,a,a,b,c,c,a,b,b,c,c,b,a,b,a,c,b
457,b,c,b,b,c,b,c,b,b,c,c,c,b,b,c,a,a,c,b,c,a,c,a,b,a,b,b,c,b,a,a,a,c,b,c,b,b,a,b,c,c,a,c,c,c,a,b,a,c,c,b,a,c,c,c
458,b,b,a,a,c,a,a,c,a,c,b,c,c,a,c,a,c,b,c,c,b,a,b,c,a,a,c,b,b,c,b,c,b,b,c,c,c,a,b,b,c,a,c,a,a,b,c,a,a,a,c,a,c,a,a
459,b,b,b,b,c,c,a,c,c,b,a,b,c,c,c,b,b,c,b,a,b,c,a,b,a,a,b,c,c,a,a,c,c,c,a,a,b,c,b,a,b,a,a,c,b,a,b,a,c,c,b,a,c,c,b
460,c,a,c,b,a,a,c,a,c,c,a,c,c,c,c,a,b,c,c,a,a,a,b,c,c,a,b,b,c,a,a,b,c,c,a,a,a,a,c,c,b,c,c,c,a,b,b,a,c,a,b,c,c,c,a
461,c,b,a,a,a,a,b,c,a,b,b,c,a,b,a,c,b,c,c,a,a,c,a,c,a,a,b,c,c,b,b,b,b,c,b,a,c,b,c,a,b,b,c,c,b,c,b,a,c,b,a,b,c,c,a
462,a,c,b,b,b,b,b,b,c,a,a,a,b,c,a,a,b,b,c,c,b,b,b,c,b,a,a,c,c,c,b,b,c,a,a,a,a,a,a,a,b,b,b,a,b,b,c,c,a,a,b,b,a,a,a
463,a,c,a,c,c,a,c,c,c,c,a,b,a,c,a,b,c,c,c,a,a,b,c,c,b,a,c,a,c,a,a,c,c,c,c,a,c,c,c,c,b,c,a,c,c,a,b,c,c,a,b,a,a,c,c
464,b,b,b,b,c,b,a,c,b,c,a,a,a,c,c,b,a,c,c,a,a,a,a,c,a,b,b,c,c,c,b,c,c,a,a,b,c,c,a,b,b,c,c,a,c,a,b,c,a,a,b,b,c,a,a
465,b,c,a,a,b,c,b,c,a,a,a,b,c,a,a,b,a,c,a,c,b,b,c,a,a,a,b,c,b,b,b,c,a,c,a,b,b,c,c,a,c,b,c,c,a,a,a,a,a,b,a,b,c,a,a
466,b,b,a,b,c,c,a,c,b,c,a,a,b,b,c,b,a,c,c,a,b,a,c,c,b,c,a,b,c,a,a,b,c,c,b,b,a,c,c,a,c,b,a,c,a,a,a,c,c,a,a,c,c,c,a
467,a,c,b,c,c,b,c,b,c,c,c,b,b,c,b,a,a,a,c,b,b,c,c,c,b,a,c,a,c,c,b,c,c,c,c,a,c,a,c,c,a,a,c,b,a,b,b,c,b,b,a,a,a,b,c
468,b,a,a,c,c,c,c,c,c,a,a,a,a,c,b,a,c,c,c,b,b,b,b,c,a,a,c,c,c,a,b,b,a,c,a,a,a,c,c,a,b,c,a,c,a,a,c,c,c,b,a,c,a,c,c
469,b,c,a,a,c,c,b,c,a,a,a,b,a,a,b,a,c,c,a,a,b,b,c,c,a,b,c,a,c,a,a,b,c,c,a,b,c,c,c,a,c,a,c,c,a,a,c,a,c,b,b,b,c,c,b
470,b,c,a,c,c,b,c,c,c,c,b,a,a,c,c,c,c,c,c,b,a,a,b,c,b,b,c,b,c,b,c,b,b,c,a,a,a,c,c,c,a,a,a,c,c,a,a,c,c,c,b,b,c,c,c
471,a,a,c,a,a,a,b,c,a,a,a,c,a,a,a,a,b,c,c,a,b,b,a,c,a,c,c,a,c,a,a,b,a,c,b,b,a,c,c,b,b,c,c,c,b,b,b,c,c,b,a,c,a,c,a
472,b,b,b,b,c,a,c,c,b,a,b,b,a,b,a,c,a,c,b,c,c,b,b,b,c,a,b,b,c,c,b,c,c,c,c,c,c,a,c,c,a,c,c,c,c,b,b,c,c,a,a,a,c,c,a
473,b,c,a,b,a,c,b,a,b,b,a,a,c,b,b,a,c,c,b,a,b,b,c,b,a,a,c,a,b,a,b,b,c,b,b,a,a,a,b,b,b,c,c,b,b,a,a,c,b,b,b,c,a,c,a
474,c,a,a,a,c,a,c,c,a,a,b,b,b,c,a,c,a,c,c,a,a,c,a,c,b,b,a,c,c,a,c,b,b,c,a,a,a,b,c,c,b,c,b,c,a,a,b,c,c,a,b,c,c,c,a
475,b,b,b,b,c,a,a,b,b,c,a,c,c,c,a,b,b,a,b,b,a,a,c,a,b,b,c,c,a,a,c,a,a,a,b,a,b,a,c,c,b,a,c,c,c,a,c,a,c,c,b,c,c,c,c
476,a,a,b,b,c,b,b,c,b,c,c,a,c,c,c,a,b,a,c,a,a,a,a,c,a,b,b,c,c,a,b,b,a,c,a,a,b,c,c,b,b,a,a,b,a,c,c,c,b,a,a,b,b,c,a
477,b,b,b,b,c,c,b,c,c,a,a,a,a,c,a,b,a,c,c,c,c,c,c,c,a,b,b,b,c,c,c,a,c,c,c,a,c,a,c,a,b,a,a,c,a,b,a,c,c,b,c,b,a,c,a
478,b,a,a,b,b,a,c,c,c,c,a,c,a,c,c,a,b,c,c,a,b,a,a,c,c,b,c,c,c,c,a,c,c,c,b,a,a,c,c,c,a,b,c,c,c,a,c,b,c,a,b,b,b,b,a
479,b,a,c,b,c,a,b,c,b,c,b,a,a,b,c,a,c,c,c,a,a,c,c,c,c,b,c,c,c,c,a,b,c,c,a,a,c,c,c,a,b,b,a,c,a,c,a,c,c,b,a,c,a,c,a
480,a,a,b,b,b,b,a,a,b,b,b,b,c,a,a,b,a,a,a,b,c,c,a,a,a,c,c,c,a,c,a,c,a,a,c,b,b,c,a,b,c,b,c,a,b,a,a,c,c,c,b,c,c,c,c
481,b,b,a,a,c,c,a,c,a,b,b,b,a,a,a,a,c,c,c,a,a,c,c,c,c,b,b,a,c,c,b,a,c,c,b,a,c,b,c,b,a,c,b,b,c,a,c,b,c,c,b,c,b,c,c
482,c,b,b,b,c,a,a,b,b,b,b,c,c,a,b,b,b,a,c,a,c,c,c,c,a,a,c,a,c,c,b,b,c,c,a,a,c,a,c,a,b,b,c,c,a,b,a,a,c,c,a,c,c,c,a
483,b,a,b,b,c,c,b,b,b,c,b,a,c,a,c,a,b,a,a,c,a,b,c,a,a,a,a,c,a,b,a,b,a,b,c,a,b,c,c,c,a,c,a,c,c,b,b,c,b,a,a,a,a,b,c
484,b,b,b,b,c,a,a,b,a,b,b,c,c,a,a,a,c,c,a,c,a,b,c,a,c,b,c,a,c,a,c,c,a,c,a,a,a,c,c,b,b,b,c,c,c,a,c,c,c,a,b,b,a,c,a
485,b,c,a,c,c,c,b,c,c,a,a,a,c,c,c,a,b,b,c,c,b,a,b,c,c,b,c,c,c,a,c,a,c,c,b,a,c,a,c,b,b,a,c,c,a,a,c,b,c,a,b,a,a,a,b
